sales,prix,date,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_WI
77,1.38,2013-06-22,Saturday,1,6,2013,,,,,0
81,1.38,2013-06-23,Sunday,2,6,2013,,,,,0
53,1.38,2013-06-24,Monday,3,6,2013,,,,,0
20,1.38,2013-06-25,Tuesday,4,6,2013,,,,,0
45,1.38,2013-06-26,Wednesday,5,6,2013,,,,,0
47,1.38,2013-06-27,Thursday,6,6,2013,,,,,0
57,1.38,2013-06-28,Friday,7,6,2013,,,,,0
85,1.38,2013-06-29,Saturday,1,6,2013,,,,,0
65,1.38,2013-06-30,Sunday,2,6,2013,,,,,0
45,1.38,2013-07-01,Monday,3,7,2013,,,,,0
41,1.38,2013-07-02,Tuesday,4,7,2013,,,,,1
79,1.38,2013-07-03,Wednesday,5,7,2013,,,,,1
106,1.38,2013-07-04,Thursday,6,7,2013,IndependenceDay,National,,,0
56,1.38,2013-07-05,Friday,7,7,2013,,,,,1
78,1.38,2013-07-06,Saturday,1,7,2013,,,,,1
56,1.38,2013-07-07,Sunday,2,7,2013,,,,,0
38,1.38,2013-07-08,Monday,3,7,2013,,,,,1
69,1.38,2013-07-09,Tuesday,4,7,2013,Ramadan starts,Religious,,,1
77,1.38,2013-07-10,Wednesday,5,7,2013,,,,,0
59,1.38,2013-07-11,Thursday,6,7,2013,,,,,1
61,1.38,2013-07-12,Friday,7,7,2013,,,,,1
100,1.38,2013-07-13,Saturday,1,7,2013,,,,,0
71,1.38,2013-07-14,Sunday,2,7,2013,,,,,1
44,1.38,2013-07-15,Monday,3,7,2013,,,,,1
35,1.38,2013-07-16,Tuesday,4,7,2013,,,,,0
43,1.38,2013-07-17,Wednesday,5,7,2013,,,,,0
72,1.38,2013-07-18,Thursday,6,7,2013,,,,,0
78,1.38,2013-07-19,Friday,7,7,2013,,,,,0
56,1.38,2013-07-20,Saturday,1,7,2013,,,,,0
81,1.38,2013-07-21,Sunday,2,7,2013,,,,,0
39,1.38,2013-07-22,Monday,3,7,2013,,,,,0
64,1.38,2013-07-23,Tuesday,4,7,2013,,,,,0
30,1.38,2013-07-24,Wednesday,5,7,2013,,,,,0
55,1.38,2013-07-25,Thursday,6,7,2013,,,,,0
85,1.38,2013-07-26,Friday,7,7,2013,,,,,0
99,1.38,2013-07-27,Saturday,1,7,2013,,,,,0
92,1.38,2013-07-28,Sunday,2,7,2013,,,,,0
38,1.38,2013-07-29,Monday,3,7,2013,,,,,0
37,1.38,2013-07-30,Tuesday,4,7,2013,,,,,0
57,1.38,2013-07-31,Wednesday,5,7,2013,,,,,0
60,1.38,2013-08-01,Thursday,6,8,2013,,,,,0
89,1.38,2013-08-02,Friday,7,8,2013,,,,,1
92,1.38,2013-08-03,Saturday,1,8,2013,,,,,1
99,1.38,2013-08-04,Sunday,2,8,2013,,,,,0
90,1.38,2013-08-05,Monday,3,8,2013,,,,,1
61,1.38,2013-08-06,Tuesday,4,8,2013,,,,,1
41,1.38,2013-08-07,Wednesday,5,8,2013,,,,,0
87,1.38,2013-08-08,Thursday,6,8,2013,Eid al-Fitr,Religious,,,1
139,1.38,2013-08-09,Friday,7,8,2013,,,,,1
78,1.38,2013-08-10,Saturday,1,8,2013,,,,,0
81,1.38,2013-08-11,Sunday,2,8,2013,,,,,1
55,1.38,2013-08-12,Monday,3,8,2013,,,,,1
54,1.38,2013-08-13,Tuesday,4,8,2013,,,,,0
36,1.38,2013-08-14,Wednesday,5,8,2013,,,,,1
66,1.38,2013-08-15,Thursday,6,8,2013,,,,,1
86,1.38,2013-08-16,Friday,7,8,2013,,,,,0
59,1.38,2013-08-17,Saturday,1,8,2013,,,,,0
60,1.38,2013-08-18,Sunday,2,8,2013,,,,,0
50,1.38,2013-08-19,Monday,3,8,2013,,,,,0
57,1.38,2013-08-20,Tuesday,4,8,2013,,,,,0
44,1.38,2013-08-21,Wednesday,5,8,2013,,,,,0
50,1.38,2013-08-22,Thursday,6,8,2013,,,,,0
0,1.38,2013-08-23,Friday,7,8,2013,,,,,0
104,1.0,2013-08-24,Saturday,1,8,2013,,,,,0
130,1.0,2013-08-25,Sunday,2,8,2013,,,,,0
114,1.0,2013-08-26,Monday,3,8,2013,,,,,0
232,1.0,2013-08-27,Tuesday,4,8,2013,,,,,0
181,1.0,2013-08-28,Wednesday,5,8,2013,,,,,0
165,1.0,2013-08-29,Thursday,6,8,2013,,,,,0
354,1.0,2013-08-30,Friday,7,8,2013,,,,,0
333,1.0,2013-08-31,Saturday,1,8,2013,,,,,0
316,1.0,2013-09-01,Sunday,2,9,2013,,,,,0
48,1.0,2013-09-02,Monday,3,9,2013,LaborDay,National,,,1
199,1.0,2013-09-03,Tuesday,4,9,2013,,,,,1
250,1.0,2013-09-04,Wednesday,5,9,2013,,,,,0
283,1.0,2013-09-05,Thursday,6,9,2013,,,,,1
173,1.0,2013-09-06,Friday,7,9,2013,,,,,1
260,1.0,2013-09-07,Saturday,1,9,2013,,,,,0
259,1.0,2013-09-08,Sunday,2,9,2013,,,,,1
331,1.0,2013-09-09,Monday,3,9,2013,,,,,1
175,1.0,2013-09-10,Tuesday,4,9,2013,,,,,0
173,1.0,2013-09-11,Wednesday,5,9,2013,,,,,1
203,1.0,2013-09-12,Thursday,6,9,2013,,,,,1
187,1.0,2013-09-13,Friday,7,9,2013,,,,,0
275,1.0,2013-09-14,Saturday,1,9,2013,,,,,1
195,1.0,2013-09-15,Sunday,2,9,2013,,,,,1
188,1.0,2013-09-16,Monday,3,9,2013,,,,,0
142,1.0,2013-09-17,Tuesday,4,9,2013,,,,,0
201,1.0,2013-09-18,Wednesday,5,9,2013,,,,,0
157,1.0,2013-09-19,Thursday,6,9,2013,,,,,0
197,1.0,2013-09-20,Friday,7,9,2013,,,,,0
253,1.0,2013-09-21,Saturday,1,9,2013,,,,,0
210,1.0,2013-09-22,Sunday,2,9,2013,,,,,0
168,1.0,2013-09-23,Monday,3,9,2013,,,,,0
187,1.0,2013-09-24,Tuesday,4,9,2013,,,,,0
147,1.0,2013-09-25,Wednesday,5,9,2013,,,,,0
127,1.0,2013-09-26,Thursday,6,9,2013,,,,,0
181,1.0,2013-09-27,Friday,7,9,2013,,,,,0
189,1.0,2013-09-28,Saturday,1,9,2013,,,,,0
176,1.0,2013-09-29,Sunday,2,9,2013,,,,,0
130,1.0,2013-09-30,Monday,3,9,2013,,,,,0
77,1.0,2013-10-01,Tuesday,4,10,2013,,,,,0
164,1.0,2013-10-02,Wednesday,5,10,2013,,,,,1
117,1.0,2013-10-03,Thursday,6,10,2013,,,,,1
209,1.0,2013-10-04,Friday,7,10,2013,,,,,0
200,1.0,2013-10-05,Saturday,1,10,2013,,,,,1
163,1.0,2013-10-06,Sunday,2,10,2013,,,,,1
144,1.0,2013-10-07,Monday,3,10,2013,,,,,0
82,1.0,2013-10-08,Tuesday,4,10,2013,,,,,1
101,1.0,2013-10-09,Wednesday,5,10,2013,,,,,1
100,1.0,2013-10-10,Thursday,6,10,2013,,,,,0
155,1.0,2013-10-11,Friday,7,10,2013,,,,,1
246,1.0,2013-10-12,Saturday,1,10,2013,,,,,1
145,1.0,2013-10-13,Sunday,2,10,2013,,,,,0
145,1.0,2013-10-14,Monday,3,10,2013,ColumbusDay,National,,,1
26,1.0,2013-10-15,Tuesday,4,10,2013,EidAlAdha,Religious,,,1
10,1.0,2013-10-16,Wednesday,5,10,2013,,,,,0
24,1.0,2013-10-17,Thursday,6,10,2013,,,,,0
21,1.0,2013-10-18,Friday,7,10,2013,,,,,0
140,1.38,2013-10-19,Saturday,1,10,2013,,,,,0
183,1.38,2013-10-20,Sunday,2,10,2013,,,,,0
47,1.38,2013-10-21,Monday,3,10,2013,,,,,0
45,1.38,2013-10-22,Tuesday,4,10,2013,,,,,0
24,1.38,2013-10-23,Wednesday,5,10,2013,,,,,0
45,1.38,2013-10-24,Thursday,6,10,2013,,,,,0
65,1.38,2013-10-25,Friday,7,10,2013,,,,,0
103,1.38,2013-10-26,Saturday,1,10,2013,,,,,0
79,1.38,2013-10-27,Sunday,2,10,2013,,,,,0
51,1.38,2013-10-28,Monday,3,10,2013,,,,,0
48,1.38,2013-10-29,Tuesday,4,10,2013,,,,,0
38,1.38,2013-10-30,Wednesday,5,10,2013,,,,,0
71,1.38,2013-10-31,Thursday,6,10,2013,Halloween,Cultural,,,0
107,1.38,2013-11-01,Friday,7,11,2013,,,,,0
152,1.38,2013-11-02,Saturday,1,11,2013,,,,,1
135,1.38,2013-11-03,Sunday,2,11,2013,,,,,1
87,1.38,2013-11-04,Monday,3,11,2013,,,,,0
52,1.38,2013-11-05,Tuesday,4,11,2013,,,,,1
60,1.38,2013-11-06,Wednesday,5,11,2013,,,,,1
53,1.38,2013-11-07,Thursday,6,11,2013,,,,,0
91,1.38,2013-11-08,Friday,7,11,2013,,,,,1
142,1.38,2013-11-09,Saturday,1,11,2013,,,,,1
96,1.38,2013-11-10,Sunday,2,11,2013,,,,,0
17,1.38,2013-11-11,Monday,3,11,2013,VeteransDay,National,,,1
0,1.38,2013-11-12,Tuesday,4,11,2013,,,,,1
0,1.38,2013-11-13,Wednesday,5,11,2013,,,,,0
0,1.38,2013-11-14,Thursday,6,11,2013,,,,,1
0,1.38,2013-11-15,Friday,7,11,2013,,,,,1
0,1.38,2013-11-16,Saturday,1,11,2013,,,,,0
0,1.38,2013-11-17,Sunday,2,11,2013,,,,,0
0,1.38,2013-11-18,Monday,3,11,2013,,,,,0
0,1.38,2013-11-19,Tuesday,4,11,2013,,,,,0
0,1.38,2013-11-20,Wednesday,5,11,2013,,,,,0
0,1.38,2013-11-21,Thursday,6,11,2013,,,,,0
0,1.38,2013-11-22,Friday,7,11,2013,,,,,0
0,1.38,2013-11-23,Saturday,1,11,2013,,,,,0
0,1.38,2013-11-24,Sunday,2,11,2013,,,,,0
0,1.38,2013-11-25,Monday,3,11,2013,,,,,0
0,1.38,2013-11-26,Tuesday,4,11,2013,,,,,0
0,1.38,2013-11-27,Wednesday,5,11,2013,,,,,0
0,1.38,2013-11-28,Thursday,6,11,2013,Thanksgiving,National,,,0
0,1.38,2013-11-29,Friday,7,11,2013,,,,,0
0,1.0,2013-11-30,Saturday,1,11,2013,,,,,0
212,1.0,2013-12-01,Sunday,2,12,2013,,,,,0
192,1.0,2013-12-02,Monday,3,12,2013,,,,,1
155,1.0,2013-12-03,Tuesday,4,12,2013,,,,,1
181,1.0,2013-12-04,Wednesday,5,12,2013,,,,,0
192,1.0,2013-12-05,Thursday,6,12,2013,Chanukah End,Religious,,,1
184,1.0,2013-12-06,Friday,7,12,2013,,,,,1
217,1.0,2013-12-07,Saturday,1,12,2013,,,,,0
2,1.0,2013-12-08,Sunday,2,12,2013,,,,,1
0,1.0,2013-12-09,Monday,3,12,2013,,,,,1
0,1.0,2013-12-10,Tuesday,4,12,2013,,,,,0
0,1.0,2013-12-11,Wednesday,5,12,2013,,,,,1
0,1.0,2013-12-12,Thursday,6,12,2013,,,,,1
0,1.0,2013-12-13,Friday,7,12,2013,,,,,0
0,1.0,2013-12-14,Saturday,1,12,2013,,,,,1
0,1.0,2013-12-15,Sunday,2,12,2013,,,,,1
0,1.0,2013-12-16,Monday,3,12,2013,,,,,0
0,1.0,2013-12-17,Tuesday,4,12,2013,,,,,0
0,1.0,2013-12-18,Wednesday,5,12,2013,,,,,0
0,1.0,2013-12-19,Thursday,6,12,2013,,,,,0
0,1.0,2013-12-20,Friday,7,12,2013,,,,,0
0,1.38,2013-12-21,Saturday,1,12,2013,,,,,0
0,1.38,2013-12-22,Sunday,2,12,2013,,,,,0
0,1.38,2013-12-23,Monday,3,12,2013,,,,,0
0,1.38,2013-12-24,Tuesday,4,12,2013,,,,,0
0,1.38,2013-12-25,Wednesday,5,12,2013,Christmas,National,,,0
74,1.38,2013-12-26,Thursday,6,12,2013,,,,,0
118,1.38,2013-12-27,Friday,7,12,2013,,,,,0
99,1.38,2013-12-28,Saturday,1,12,2013,,,,,0
137,1.38,2013-12-29,Sunday,2,12,2013,,,,,0
142,1.38,2013-12-30,Monday,3,12,2013,,,,,0
239,1.38,2013-12-31,Tuesday,4,12,2013,,,,,0
74,1.38,2014-01-01,Wednesday,5,1,2014,NewYear,National,,,0
79,1.38,2014-01-02,Thursday,6,1,2014,,,,,1
93,1.38,2014-01-03,Friday,7,1,2014,,,,,1
161,1.38,2014-01-04,Saturday,1,1,2014,,,,,0
134,1.38,2014-01-05,Sunday,2,1,2014,,,,,1
45,1.38,2014-01-06,Monday,3,1,2014,,,,,1
82,1.38,2014-01-07,Tuesday,4,1,2014,OrthodoxChristmas,Religious,,,0
56,1.38,2014-01-08,Wednesday,5,1,2014,,,,,1
102,1.38,2014-01-09,Thursday,6,1,2014,,,,,1
61,1.38,2014-01-10,Friday,7,1,2014,,,,,0
149,1.38,2014-01-11,Saturday,1,1,2014,,,,,1
94,1.38,2014-01-12,Sunday,2,1,2014,,,,,1
42,1.38,2014-01-13,Monday,3,1,2014,,,,,0
46,1.38,2014-01-14,Tuesday,4,1,2014,,,,,1
70,1.38,2014-01-15,Wednesday,5,1,2014,,,,,1
38,1.38,2014-01-16,Thursday,6,1,2014,,,,,0
88,1.38,2014-01-17,Friday,7,1,2014,,,,,0
121,1.38,2014-01-18,Saturday,1,1,2014,,,,,0
110,1.38,2014-01-19,Sunday,2,1,2014,,,,,0
50,1.38,2014-01-20,Monday,3,1,2014,MartinLutherKingDay,National,,,0
48,1.38,2014-01-21,Tuesday,4,1,2014,,,,,0
52,1.38,2014-01-22,Wednesday,5,1,2014,,,,,0
12,1.38,2014-01-23,Thursday,6,1,2014,,,,,0
0,1.38,2014-01-24,Friday,7,1,2014,,,,,0
144,1.44,2014-01-25,Saturday,1,1,2014,,,,,0
92,1.44,2014-01-26,Sunday,2,1,2014,,,,,0
49,1.44,2014-01-27,Monday,3,1,2014,,,,,0
33,1.44,2014-01-28,Tuesday,4,1,2014,,,,,0
49,1.44,2014-01-29,Wednesday,5,1,2014,,,,,0
44,1.44,2014-01-30,Thursday,6,1,2014,,,,,0
107,1.44,2014-01-31,Friday,7,1,2014,,,,,0
121,1.44,2014-02-01,Saturday,1,2,2014,,,,,0
94,1.44,2014-02-02,Sunday,2,2,2014,SuperBowl,Sporting,,,1
69,1.44,2014-02-03,Monday,3,2,2014,,,,,1
64,1.44,2014-02-04,Tuesday,4,2,2014,,,,,0
51,1.44,2014-02-05,Wednesday,5,2,2014,,,,,1
46,1.44,2014-02-06,Thursday,6,2,2014,,,,,1
0,1.44,2014-02-07,Friday,7,2,2014,,,,,0
0,1.44,2014-02-08,Saturday,1,2,2014,,,,,1
0,1.44,2014-02-09,Sunday,2,2,2014,,,,,1
0,1.44,2014-02-10,Monday,3,2,2014,,,,,0
0,1.44,2014-02-11,Tuesday,4,2,2014,,,,,1
0,1.44,2014-02-12,Wednesday,5,2,2014,,,,,1
0,1.44,2014-02-13,Thursday,6,2,2014,,,,,0
0,1.44,2014-02-14,Friday,7,2,2014,ValentinesDay,Cultural,,,1
0,1.44,2014-02-15,Saturday,1,2,2014,,,,,1
0,1.44,2014-02-16,Sunday,2,2,2014,,,,,0
0,1.44,2014-02-17,Monday,3,2,2014,PresidentsDay,National,,,0
0,1.44,2014-02-18,Tuesday,4,2,2014,,,,,0
0,1.44,2014-02-19,Wednesday,5,2,2014,,,,,0
0,1.44,2014-02-20,Thursday,6,2,2014,,,,,0
0,1.44,2014-02-21,Friday,7,2,2014,,,,,0
0,1.44,2014-02-22,Saturday,1,2,2014,,,,,0
0,1.44,2014-02-23,Sunday,2,2,2014,,,,,0
0,1.44,2014-02-24,Monday,3,2,2014,,,,,0
0,1.44,2014-02-25,Tuesday,4,2,2014,,,,,0
0,1.44,2014-02-26,Wednesday,5,2,2014,,,,,0
0,1.44,2014-02-27,Thursday,6,2,2014,,,,,0
0,1.44,2014-02-28,Friday,7,2,2014,,,,,0
0,1.44,2014-03-01,Saturday,1,3,2014,,,,,0
0,1.44,2014-03-02,Sunday,2,3,2014,,,,,1
0,1.44,2014-03-03,Monday,3,3,2014,,,,,1
0,1.44,2014-03-04,Tuesday,4,3,2014,,,,,0
0,1.44,2014-03-05,Wednesday,5,3,2014,LentStart,Religious,,,1
0,1.44,2014-03-06,Thursday,6,3,2014,,,,,1
0,1.44,2014-03-07,Friday,7,3,2014,,,,,0
0,1.44,2014-03-08,Saturday,1,3,2014,,,,,1
184,1.44,2014-03-09,Sunday,2,3,2014,,,,,1
65,1.44,2014-03-10,Monday,3,3,2014,,,,,0
68,1.44,2014-03-11,Tuesday,4,3,2014,,,,,1
52,1.44,2014-03-12,Wednesday,5,3,2014,LentWeek2,Religious,,,1
33,1.44,2014-03-13,Thursday,6,3,2014,,,,,0
77,1.44,2014-03-14,Friday,7,3,2014,,,,,1
118,1.44,2014-03-15,Saturday,1,3,2014,,,,,1
76,1.44,2014-03-16,Sunday,2,3,2014,Purim End,Religious,,,0
31,1.44,2014-03-17,Monday,3,3,2014,StPatricksDay,Cultural,,,0
60,1.44,2014-03-18,Tuesday,4,3,2014,,,,,0
51,1.44,2014-03-19,Wednesday,5,3,2014,,,,,0
37,1.44,2014-03-20,Thursday,6,3,2014,,,,,0
72,1.44,2014-03-21,Friday,7,3,2014,,,,,0
111,1.44,2014-03-22,Saturday,1,3,2014,,,,,0
88,1.44,2014-03-23,Sunday,2,3,2014,,,,,0
32,1.44,2014-03-24,Monday,3,3,2014,,,,,0
39,1.44,2014-03-25,Tuesday,4,3,2014,,,,,0
39,1.44,2014-03-26,Wednesday,5,3,2014,,,,,0
55,1.44,2014-03-27,Thursday,6,3,2014,,,,,0
100,1.44,2014-03-28,Friday,7,3,2014,,,,,0
122,1.44,2014-03-29,Saturday,1,3,2014,,,,,0
104,1.44,2014-03-30,Sunday,2,3,2014,,,,,0
48,1.44,2014-03-31,Monday,3,3,2014,,,,,0
29,1.44,2014-04-01,Tuesday,4,4,2014,,,,,0
45,1.44,2014-04-02,Wednesday,5,4,2014,,,,,1
51,1.44,2014-04-03,Thursday,6,4,2014,,,,,1
55,1.44,2014-04-04,Friday,7,4,2014,,,,,0
98,1.44,2014-04-05,Saturday,1,4,2014,,,,,1
70,1.44,2014-04-06,Sunday,2,4,2014,,,,,1
49,1.44,2014-04-07,Monday,3,4,2014,,,,,0
23,1.44,2014-04-08,Tuesday,4,4,2014,,,,,1
65,1.44,2014-04-09,Wednesday,5,4,2014,,,,,1
31,1.44,2014-04-10,Thursday,6,4,2014,,,,,0
72,1.44,2014-04-11,Friday,7,4,2014,,,,,1
86,1.44,2014-04-12,Saturday,1,4,2014,,,,,1
68,1.44,2014-04-13,Sunday,2,4,2014,,,,,0
60,1.44,2014-04-14,Monday,3,4,2014,,,,,1
39,1.44,2014-04-15,Tuesday,4,4,2014,,,,,1
53,1.44,2014-04-16,Wednesday,5,4,2014,,,,,0
39,1.44,2014-04-17,Thursday,6,4,2014,,,,,0
47,1.44,2014-04-18,Friday,7,4,2014,,,,,0
97,1.44,2014-04-19,Saturday,1,4,2014,,,,,0
97,1.44,2014-04-20,Sunday,2,4,2014,Easter,Cultural,OrthodoxEaster,Religious,0
54,1.44,2014-04-21,Monday,3,4,2014,,,,,0
35,1.44,2014-04-22,Tuesday,4,4,2014,Pesach End,Religious,,,0
49,1.44,2014-04-23,Wednesday,5,4,2014,,,,,0
32,1.44,2014-04-24,Thursday,6,4,2014,,,,,0
50,1.44,2014-04-25,Friday,7,4,2014,,,,,0
0,1.24,2014-04-26,Saturday,1,4,2014,,,,,0
0,1.24,2014-04-27,Sunday,2,4,2014,,,,,0
30,1.24,2014-04-28,Monday,3,4,2014,,,,,0
56,1.24,2014-04-29,Tuesday,4,4,2014,,,,,0
29,1.24,2014-04-30,Wednesday,5,4,2014,,,,,0
25,1.24,2014-05-01,Thursday,6,5,2014,,,,,0
110,1.24,2014-05-02,Friday,7,5,2014,,,,,1
180,1.24,2014-05-03,Saturday,1,5,2014,,,,,1
62,1.24,2014-05-04,Sunday,2,5,2014,,,,,0
50,1.24,2014-05-05,Monday,3,5,2014,Cinco De Mayo,Cultural,,,1
35,1.24,2014-05-06,Tuesday,4,5,2014,,,,,1
54,1.24,2014-05-07,Wednesday,5,5,2014,,,,,0
49,1.24,2014-05-08,Thursday,6,5,2014,,,,,1
104,1.24,2014-05-09,Friday,7,5,2014,,,,,1
81,1.24,2014-05-10,Saturday,1,5,2014,,,,,0
85,1.24,2014-05-11,Sunday,2,5,2014,Mother's day,Cultural,,,1
29,1.24,2014-05-12,Monday,3,5,2014,,,,,1
0,1.24,2014-05-13,Tuesday,4,5,2014,,,,,0
0,1.24,2014-05-14,Wednesday,5,5,2014,,,,,1
0,1.24,2014-05-15,Thursday,6,5,2014,,,,,1
0,1.24,2014-05-16,Friday,7,5,2014,,,,,0
0,1.24,2014-05-17,Saturday,1,5,2014,,,,,0
0,1.24,2014-05-18,Sunday,2,5,2014,,,,,0
0,1.24,2014-05-19,Monday,3,5,2014,,,,,0
0,1.24,2014-05-20,Tuesday,4,5,2014,,,,,0
0,1.24,2014-05-21,Wednesday,5,5,2014,,,,,0
0,1.24,2014-05-22,Thursday,6,5,2014,,,,,0
0,1.24,2014-05-23,Friday,7,5,2014,,,,,0
0,1.24,2014-05-24,Saturday,1,5,2014,,,,,0
0,1.24,2014-05-25,Sunday,2,5,2014,,,,,0
0,1.24,2014-05-26,Monday,3,5,2014,MemorialDay,National,,,0
0,1.24,2014-05-27,Tuesday,4,5,2014,,,,,0
0,1.24,2014-05-28,Wednesday,5,5,2014,,,,,0
0,1.24,2014-05-29,Thursday,6,5,2014,,,,,0
0,1.24,2014-05-30,Friday,7,5,2014,,,,,0
0,1.24,2014-05-31,Saturday,1,5,2014,,,,,0
0,1.24,2014-06-01,Sunday,2,6,2014,,,,,0
0,1.24,2014-06-02,Monday,3,6,2014,,,,,1
0,1.24,2014-06-03,Tuesday,4,6,2014,,,,,1
0,1.24,2014-06-04,Wednesday,5,6,2014,,,,,0
0,1.24,2014-06-05,Thursday,6,6,2014,NBAFinalsStart,Sporting,,,1
0,1.24,2014-06-06,Friday,7,6,2014,,,,,1
0,1.38,2014-06-07,Saturday,1,6,2014,,,,,0
0,1.38,2014-06-08,Sunday,2,6,2014,,,,,1
0,1.38,2014-06-09,Monday,3,6,2014,,,,,1
0,1.38,2014-06-10,Tuesday,4,6,2014,,,,,0
85,1.38,2014-06-11,Wednesday,5,6,2014,,,,,1
63,1.38,2014-06-12,Thursday,6,6,2014,,,,,1
50,1.38,2014-06-13,Friday,7,6,2014,,,,,0
68,1.38,2014-06-14,Saturday,1,6,2014,,,,,1
140,1.38,2014-06-15,Sunday,2,6,2014,NBAFinalsEnd,Sporting,Father's day,Cultural,1
51,1.38,2014-06-16,Monday,3,6,2014,,,,,0
87,1.38,2014-06-17,Tuesday,4,6,2014,,,,,0
36,1.38,2014-06-18,Wednesday,5,6,2014,,,,,0
54,1.38,2014-06-19,Thursday,6,6,2014,,,,,0
77,1.38,2014-06-20,Friday,7,6,2014,,,,,0
77,1.38,2014-06-21,Saturday,1,6,2014,,,,,0
94,1.38,2014-06-22,Sunday,2,6,2014,,,,,0
32,1.38,2014-06-23,Monday,3,6,2014,,,,,0
68,1.38,2014-06-24,Tuesday,4,6,2014,,,,,0
31,1.38,2014-06-25,Wednesday,5,6,2014,,,,,0
25,1.38,2014-06-26,Thursday,6,6,2014,,,,,0
56,1.38,2014-06-27,Friday,7,6,2014,,,,,0
140,1.38,2014-06-28,Saturday,1,6,2014,,,,,0
64,1.38,2014-06-29,Sunday,2,6,2014,Ramadan starts,Religious,,,0
39,1.38,2014-06-30,Monday,3,6,2014,,,,,0
31,1.38,2014-07-01,Tuesday,4,7,2014,,,,,0
57,1.38,2014-07-02,Wednesday,5,7,2014,,,,,1
103,1.38,2014-07-03,Thursday,6,7,2014,,,,,1
86,1.38,2014-07-04,Friday,7,7,2014,IndependenceDay,National,,,0
83,1.38,2014-07-05,Saturday,1,7,2014,,,,,1
64,1.38,2014-07-06,Sunday,2,7,2014,,,,,1
35,1.38,2014-07-07,Monday,3,7,2014,,,,,0
54,1.38,2014-07-08,Tuesday,4,7,2014,,,,,1
57,1.38,2014-07-09,Wednesday,5,7,2014,,,,,1
41,1.38,2014-07-10,Thursday,6,7,2014,,,,,0
92,1.38,2014-07-11,Friday,7,7,2014,,,,,1
56,1.38,2014-07-12,Saturday,1,7,2014,,,,,1
63,1.38,2014-07-13,Sunday,2,7,2014,,,,,0
33,1.38,2014-07-14,Monday,3,7,2014,,,,,1
59,1.38,2014-07-15,Tuesday,4,7,2014,,,,,1
46,1.38,2014-07-16,Wednesday,5,7,2014,,,,,0
73,1.38,2014-07-17,Thursday,6,7,2014,,,,,0
60,1.38,2014-07-18,Friday,7,7,2014,,,,,0
69,1.38,2014-07-19,Saturday,1,7,2014,,,,,0
62,1.38,2014-07-20,Sunday,2,7,2014,,,,,0
29,1.38,2014-07-21,Monday,3,7,2014,,,,,0
46,1.38,2014-07-22,Tuesday,4,7,2014,,,,,0
42,1.38,2014-07-23,Wednesday,5,7,2014,,,,,0
44,1.38,2014-07-24,Thursday,6,7,2014,,,,,0
59,1.38,2014-07-25,Friday,7,7,2014,,,,,0
82,1.38,2014-07-26,Saturday,1,7,2014,,,,,0
67,1.38,2014-07-27,Sunday,2,7,2014,,,,,0
23,1.38,2014-07-28,Monday,3,7,2014,,,,,0
34,1.38,2014-07-29,Tuesday,4,7,2014,Eid al-Fitr,Religious,,,0
28,1.38,2014-07-30,Wednesday,5,7,2014,,,,,0
40,1.38,2014-07-31,Thursday,6,7,2014,,,,,0
61,1.38,2014-08-01,Friday,7,8,2014,,,,,0
126,1.38,2014-08-02,Saturday,1,8,2014,,,,,1
78,1.38,2014-08-03,Sunday,2,8,2014,,,,,1
31,1.38,2014-08-04,Monday,3,8,2014,,,,,0
50,1.38,2014-08-05,Tuesday,4,8,2014,,,,,1
34,1.38,2014-08-06,Wednesday,5,8,2014,,,,,1
49,1.38,2014-08-07,Thursday,6,8,2014,,,,,0
72,1.38,2014-08-08,Friday,7,8,2014,,,,,1
76,1.38,2014-08-09,Saturday,1,8,2014,,,,,1
77,1.38,2014-08-10,Sunday,2,8,2014,,,,,0
35,1.38,2014-08-11,Monday,3,8,2014,,,,,1
43,1.38,2014-08-12,Tuesday,4,8,2014,,,,,1
38,1.38,2014-08-13,Wednesday,5,8,2014,,,,,0
32,1.38,2014-08-14,Thursday,6,8,2014,,,,,1
48,1.38,2014-08-15,Friday,7,8,2014,,,,,1
54,1.38,2014-08-16,Saturday,1,8,2014,,,,,0
64,1.38,2014-08-17,Sunday,2,8,2014,,,,,0
14,1.38,2014-08-18,Monday,3,8,2014,,,,,0
38,1.38,2014-08-19,Tuesday,4,8,2014,,,,,0
48,1.38,2014-08-20,Wednesday,5,8,2014,,,,,0
32,1.38,2014-08-21,Thursday,6,8,2014,,,,,0
54,1.38,2014-08-22,Friday,7,8,2014,,,,,0
44,1.38,2014-08-23,Saturday,1,8,2014,,,,,0
82,1.38,2014-08-24,Sunday,2,8,2014,,,,,0
52,1.38,2014-08-25,Monday,3,8,2014,,,,,0
39,1.38,2014-08-26,Tuesday,4,8,2014,,,,,0
40,1.38,2014-08-27,Wednesday,5,8,2014,,,,,0
21,1.38,2014-08-28,Thursday,6,8,2014,,,,,0
71,1.38,2014-08-29,Friday,7,8,2014,,,,,0
84,1.38,2014-08-30,Saturday,1,8,2014,,,,,0
77,1.38,2014-08-31,Sunday,2,8,2014,,,,,0
86,1.38,2014-09-01,Monday,3,9,2014,LaborDay,National,,,0
47,1.38,2014-09-02,Tuesday,4,9,2014,,,,,1
42,1.38,2014-09-03,Wednesday,5,9,2014,,,,,1
80,1.38,2014-09-04,Thursday,6,9,2014,,,,,0
